	AA2	gene_name	geneID	identity	EGGNOG	annotation	COG	COG1	COG2	ref	type
37	39	H02_BL_15_NODE_4_length_129431_cov_80108_80779_43	-0.5	100.0	COG3512	CRISPR (clustered regularly interspaced short palindromic repeat), is an adaptive immune system that provides protection against mobile genetic elements (viruses, transposable elements and conjugative plasmids). CRISPR clusters contain sequences complementary to antecedent mobile elements and target invading nucleic acids. CRISPR clusters are transcribed and processed into CRISPR RNA (crRNA). Functions as a ssRNA-specific endoribonuclease. Involved in the integration of spacer DNA into the CRISPR cassette	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Cas genes
38	37	H02_BL_15_NODE_4_length_129431_cov_80108_80779_44	0.5	99.6588648648649	COG0442	prolyl-tRNA aminoacylation	J	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
39	37	H02_BL_15_NODE_4_length_129431_cov_80108_80779_45	1.5	97.43340540540544	COG0629	single-stranded DNA binding	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
40	37	H02_BL_15_NODE_4_length_129431_cov_80108_80779_46	2.5	99.19962162162156	COG3590	peptidase	O	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
41	37	H02_BL_15_NODE_4_length_129431_cov_80108_80779_47	3.5	99.570027027027	COG3247	response to pH	U	CELLULAR PROCESSES AND SIGNALING	Intracellular trafficking, secretion, and vesicular transport	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
42	37	H02_BL_15_NODE_4_length_129431_cov_80108_80779_48	4.5	100.0	COG0024	Methionine aminopeptidase	E	METABOLISM	   Amino acid transport and metabolism	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
43	37	H02_BL_15_NODE_4_length_129431_cov_80108_80779_49	5.5	99.96056756756757	COG0372	Belongs to the citrate synthase family	C	METABOLISM	   Energy production and conversion	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
44	8	H02_BL_15_NODE_4_length_129431_cov_80108_80779_5	-38.5	98.6875	COG0302	gtp cyclohydrolase	H	METABOLISM	   Coenzyme transport and metabolism	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
45	36	H02_BL_15_NODE_4_length_129431_cov_80108_80779_50	6.5	99.72230555555551	COG2171	N-acyltransferase activity	E	METABOLISM	   Amino acid transport and metabolism	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
46	36	H02_BL_15_NODE_4_length_129431_cov_80108_80779_51	7.5	99.84666666666668	COG2378	regulation of single-species biofilm formation	K	INFORMATION STORAGE AND PROCESSING	Transcription	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
47	32	H02_BL_15_NODE_4_length_129431_cov_80108_80779_52	8.5	99.60131250000002	COG0553	Transcription regulator that activates transcription by stimulating RNA polymerase (RNAP) recycling in case of stress conditions such as supercoiled DNA or high salt concentrations. Probably acts by releasing the RNAP, when it is trapped or immobilized on tightly supercoiled DNA. Does not activate transcription on linear DNA. Probably not involved in DNA repair	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
48	36	H02_BL_15_NODE_4_length_129431_cov_80108_80779_53	9.5	92.62438888888887	32YCX		S	POORLY CHARACTERIZED	     Function unknown	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
49	32	H02_BL_15_NODE_4_length_129431_cov_80108_80779_54	10.5	99.46325	COG1247	-acetyltransferase	M	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
50	32	H02_BL_15_NODE_4_length_129431_cov_80108_80779_55	11.5	98.01934374999999	COG3727	T/G mismatch-specific endonuclease activity	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
51	32	H02_BL_15_NODE_4_length_129431_cov_80108_80779_56	12.5	97.29521874999999	COG0673	inositol 2-dehydrogenase activity	T	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
52	32	H02_BL_15_NODE_4_length_129431_cov_80108_80779_57	13.5	99.695125	COG0436	Aminotransferase	E	METABOLISM	   Amino acid transport and metabolism	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
53	35	H02_BL_15_NODE_4_length_129431_cov_80108_80779_58	14.5	93.57060000000001	COG0248	Ppx GppA phosphatase	F	METABOLISM	   Nucleotide transport and metabolism	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
54	32	H02_BL_15_NODE_4_length_129431_cov_80108_80779_59	15.5	99.23346874999999	COG3021	interspecies interaction between organisms	O	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
55	8	H02_BL_15_NODE_4_length_129431_cov_80108_80779_6	-37.5	98.80149999999999	COG0294	Catalyzes the condensation of para-aminobenzoate (pABA) with 6-hydroxymethyl-7,8-dihydropterin diphosphate (DHPt-PP) to form 7,8-dihydropteroate (H2Pte), the immediate precursor of folate derivatives	H	METABOLISM	   Coenzyme transport and metabolism	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
56	32	H02_BL_15_NODE_4_length_129431_cov_80108_80779_60	16.5	99.41528124999999	COG3483	tryptophan 2,3-dioxygenase activity	E	METABOLISM	   Amino acid transport and metabolism	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
57	34	H02_BL_15_NODE_4_length_129431_cov_80108_80779_61	17.5	96.71764705882352	COG3613	nucleoside 2-deoxyribosyltransferase	F	METABOLISM	   Nucleotide transport and metabolism	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
58	32	H02_BL_15_NODE_4_length_129431_cov_80108_80779_62	18.5	99.13084374999995	COG1970	mechanosensitive ion channel activity	M	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
59	39	H02_BL_15_NODE_4_length_129431_cov_80108_80779_63	19.5	88.95479487179489	COG1022	Amp-dependent synthetase and ligase	I	METABOLISM	   Lipid transport and metabolism	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
60	32	H02_BL_15_NODE_4_length_129431_cov_80108_80779_64	20.5	98.46421874999999	COG2249	NAD(P)H dehydrogenase (quinone) activity	K	INFORMATION STORAGE AND PROCESSING	Transcription	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
61	32	H02_BL_15_NODE_4_length_129431_cov_80108_80779_65	21.5	98.45312499999999	COG1722	exodeoxyribonuclease VII activity	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
62	32	H02_BL_15_NODE_4_length_129431_cov_80108_80779_66	22.5	99.13000000000001	COG1570	exodeoxyribonuclease VII activity	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
63	32	H02_BL_15_NODE_4_length_129431_cov_80108_80779_67	23.5	99.57962499999998	COG1327	Negatively regulates transcription of bacterial ribonucleotide reductase nrd genes and operons by binding to NrdR- boxes	K	INFORMATION STORAGE AND PROCESSING	Transcription	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
64	32	H02_BL_15_NODE_4_length_129431_cov_80108_80779_68	24.5	99.18843750000003	COG0602	queuosine metabolic process	H	METABOLISM	   Coenzyme transport and metabolism	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
65	32	H02_BL_15_NODE_4_length_129431_cov_80108_80779_69	25.5	94.59071875	COG1924	4 iron, 4 sulfur cluster binding	I	METABOLISM	   Lipid transport and metabolism	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
66	15	H02_BL_15_NODE_4_length_129431_cov_80108_80779_7	-36.5	68.80193333333331	COG1539	Catalyzes the conversion of 7,8-dihydroneopterin to 6- hydroxymethyl-7,8-dihydropterin	H	METABOLISM	   Coenzyme transport and metabolism	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
67	12	H02_BL_15_NODE_4_length_129431_cov_80108_80779_70	26.5	100.0	30HV1		S	POORLY CHARACTERIZED	     Function unknown	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
68	11	H02_BL_15_NODE_4_length_129431_cov_80108_80779_71	27.5	99.57399999999998	COG3420	alginic acid biosynthetic process	P	METABOLISM	   Inorganic ion transport and metabolism	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
69	32	H02_BL_15_NODE_4_length_129431_cov_80108_80779_72	28.5	89.22846875	COG3572	ergothioneine biosynthetic process	H	METABOLISM	   Coenzyme transport and metabolism	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
70	36	H02_BL_15_NODE_4_length_129431_cov_80108_80779_73	29.5	50.39652777777772	COG5520	Belongs to the glycosyl hydrolase 30 family	M	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
71	30	H02_BL_15_NODE_4_length_129431_cov_80108_80779_74	30.5	95.0996	COG1472	Belongs to the glycosyl hydrolase 3 family	G	METABOLISM	   Carbohydrate transport and metabolism	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
72	30	H02_BL_15_NODE_4_length_129431_cov_80108_80779_75	31.5	85.73686666666669	COG1472	Belongs to the glycosyl hydrolase 3 family	G	METABOLISM	   Carbohydrate transport and metabolism	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
73	8	H02_BL_15_NODE_4_length_129431_cov_80108_80779_8	-35.5	98.57962499999998	33CMQ	Protein of unknown function (DUF3180)	S	POORLY CHARACTERIZED	     Function unknown	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
74	10	H02_BL_15_NODE_4_length_129431_cov_80108_80779_9	-34.5	98.3054	COG1946	Acyl-CoA thioesterase	I	METABOLISM	   Lipid transport and metabolism	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
0	8	H02_BL_25_NODE_3_length_301729_cov_281751_281906_1	36.5	100.0	COG1765	OsmC-like protein	O	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones	H02_BL_25_NODE_3_length_301729_cov_281751_281906	Others
1	30	H02_BL_25_NODE_3_length_301729_cov_281751_281906_10	27.5	92.67593333333339	COG2170	ATP-dependent carboxylate-amine ligase which exhibits weak glutamate--cysteine ligase activity	J	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis	H02_BL_25_NODE_3_length_301729_cov_281751_281906	Others
2	32	H02_BL_25_NODE_3_length_301729_cov_281751_281906_11	26.5	97.18784375	COG1924	4 iron, 4 sulfur cluster binding	I	METABOLISM	   Lipid transport and metabolism	H02_BL_25_NODE_3_length_301729_cov_281751_281906	Others
3	32	H02_BL_25_NODE_3_length_301729_cov_281751_281906_12	25.5	99.18843750000003	COG0602	queuosine metabolic process	H	METABOLISM	   Coenzyme transport and metabolism	H02_BL_25_NODE_3_length_301729_cov_281751_281906	Others
4	32	H02_BL_25_NODE_3_length_301729_cov_281751_281906_13	24.5	99.79750000000004	COG1327	Negatively regulates transcription of bacterial ribonucleotide reductase nrd genes and operons by binding to NrdR- boxes	K	INFORMATION STORAGE AND PROCESSING	Transcription	H02_BL_25_NODE_3_length_301729_cov_281751_281906	Others
5	32	H02_BL_25_NODE_3_length_301729_cov_281751_281906_14	23.5	99.3925	COG1570	exodeoxyribonuclease VII activity	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	H02_BL_25_NODE_3_length_301729_cov_281751_281906	Others
6	32	H02_BL_25_NODE_3_length_301729_cov_281751_281906_15	22.5	99.01	COG1722	exodeoxyribonuclease VII activity	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	H02_BL_25_NODE_3_length_301729_cov_281751_281906	Others
7	32	H02_BL_25_NODE_3_length_301729_cov_281751_281906_16	21.5	98.53565624999999	COG2249	NAD(P)H dehydrogenase (quinone) activity	K	INFORMATION STORAGE AND PROCESSING	Transcription	H02_BL_25_NODE_3_length_301729_cov_281751_281906	Others
8	32	H02_BL_25_NODE_3_length_301729_cov_281751_281906_17	20.5	99.32443750000002	COG1022	Amp-dependent synthetase and ligase	I	METABOLISM	   Lipid transport and metabolism	H02_BL_25_NODE_3_length_301729_cov_281751_281906	Others
9	39	H02_BL_25_NODE_3_length_301729_cov_281751_281906_18	19.5	88.99094871794871	COG1022	Amp-dependent synthetase and ligase	I	METABOLISM	   Lipid transport and metabolism	H02_BL_25_NODE_3_length_301729_cov_281751_281906	Others
10	32	H02_BL_25_NODE_3_length_301729_cov_281751_281906_19	18.5	98.63140624999998	COG1970	mechanosensitive ion channel activity	M	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis	H02_BL_25_NODE_3_length_301729_cov_281751_281906	Others
11	23	H02_BL_25_NODE_3_length_301729_cov_281751_281906_2	35.5	59.80030434782609	COG0154	amidase activity	J	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis	H02_BL_25_NODE_3_length_301729_cov_281751_281906	Others
12	34	H02_BL_25_NODE_3_length_301729_cov_281751_281906_20	17.5	96.71764705882352	COG3613	nucleoside 2-deoxyribosyltransferase	F	METABOLISM	   Nucleotide transport and metabolism	H02_BL_25_NODE_3_length_301729_cov_281751_281906	Others
13	32	H02_BL_25_NODE_3_length_301729_cov_281751_281906_21	16.5	99.6741875	COG0454	-acetyltransferase	K	INFORMATION STORAGE AND PROCESSING	Transcription	H02_BL_25_NODE_3_length_301729_cov_281751_281906	Others
14	32	H02_BL_25_NODE_3_length_301729_cov_281751_281906_22	15.5	99.23346874999999	COG3021	interspecies interaction between organisms	O	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones	H02_BL_25_NODE_3_length_301729_cov_281751_281906	Others
15	35	H02_BL_25_NODE_3_length_301729_cov_281751_281906_23	14.5	93.57060000000001	COG0248	Ppx GppA phosphatase	F	METABOLISM	   Nucleotide transport and metabolism	H02_BL_25_NODE_3_length_301729_cov_281751_281906	Others
16	32	H02_BL_25_NODE_3_length_301729_cov_281751_281906_24	13.5	99.6781875	COG0436	Aminotransferase	E	METABOLISM	   Amino acid transport and metabolism	H02_BL_25_NODE_3_length_301729_cov_281751_281906	Others
17	32	H02_BL_25_NODE_3_length_301729_cov_281751_281906_25	12.5	99.23362499999996	COG0673	inositol 2-dehydrogenase activity	T	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms	H02_BL_25_NODE_3_length_301729_cov_281751_281906	Others
18	32	H02_BL_25_NODE_3_length_301729_cov_281751_281906_26	11.5	99.36403124999998	COG3727	T/G mismatch-specific endonuclease activity	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	H02_BL_25_NODE_3_length_301729_cov_281751_281906	Others
19	32	H02_BL_25_NODE_3_length_301729_cov_281751_281906_27	10.5	99.46325	COG1247	-acetyltransferase	M	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis	H02_BL_25_NODE_3_length_301729_cov_281751_281906	Others
20	36	H02_BL_25_NODE_3_length_301729_cov_281751_281906_28	9.5	92.62438888888887	32YCX		S	POORLY CHARACTERIZED	     Function unknown	H02_BL_25_NODE_3_length_301729_cov_281751_281906	Others
21	32	H02_BL_25_NODE_3_length_301729_cov_281751_281906_29	8.5	99.76715625000004	COG0553	Transcription regulator that activates transcription by stimulating RNA polymerase (RNAP) recycling in case of stress conditions such as supercoiled DNA or high salt concentrations. Probably acts by releasing the RNAP, when it is trapped or immobilized on tightly supercoiled DNA. Does not activate transcription on linear DNA. Probably not involved in DNA repair	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	H02_BL_25_NODE_3_length_301729_cov_281751_281906	Others
22	23	H02_BL_25_NODE_3_length_301729_cov_281751_281906_3	34.5	58.419478260869575	COG0388	Catalyzes the ATP-dependent amidation of deamido-NAD to form NAD. Uses L-glutamine as a nitrogen source	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	H02_BL_25_NODE_3_length_301729_cov_281751_281906	Others
23	36	H02_BL_25_NODE_3_length_301729_cov_281751_281906_30	7.5	99.84666666666668	COG2378	regulation of single-species biofilm formation	K	INFORMATION STORAGE AND PROCESSING	Transcription	H02_BL_25_NODE_3_length_301729_cov_281751_281906	Others
24	36	H02_BL_25_NODE_3_length_301729_cov_281751_281906_31	6.5	99.48547222222216	COG2171	N-acyltransferase activity	E	METABOLISM	   Amino acid transport and metabolism	H02_BL_25_NODE_3_length_301729_cov_281751_281906	Others
25	37	H02_BL_25_NODE_3_length_301729_cov_281751_281906_32	5.5	99.96056756756757	COG0372	Belongs to the citrate synthase family	C	METABOLISM	   Energy production and conversion	H02_BL_25_NODE_3_length_301729_cov_281751_281906	Others
26	37	H02_BL_25_NODE_3_length_301729_cov_281751_281906_33	4.5	100.0	COG0024	Methionine aminopeptidase	E	METABOLISM	   Amino acid transport and metabolism	H02_BL_25_NODE_3_length_301729_cov_281751_281906	Others
27	37	H02_BL_25_NODE_3_length_301729_cov_281751_281906_34	3.5	99.58656756756754	COG3247	response to pH	U	CELLULAR PROCESSES AND SIGNALING	Intracellular trafficking, secretion, and vesicular transport	H02_BL_25_NODE_3_length_301729_cov_281751_281906	Others
28	37	H02_BL_25_NODE_3_length_301729_cov_281751_281906_35	2.5	99.7863243243243	COG3590	peptidase	O	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones	H02_BL_25_NODE_3_length_301729_cov_281751_281906	Others
29	37	H02_BL_25_NODE_3_length_301729_cov_281751_281906_36	1.5	99.44316216216218	COG0629	single-stranded DNA binding	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	H02_BL_25_NODE_3_length_301729_cov_281751_281906	Others
30	37	H02_BL_25_NODE_3_length_301729_cov_281751_281906_37	0.5	99.94618918918917	COG0442	prolyl-tRNA aminoacylation	J	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis	H02_BL_25_NODE_3_length_301729_cov_281751_281906	Others
31	39	H02_BL_25_NODE_3_length_301729_cov_281751_281906_38	-0.5	100.0	COG3512	CRISPR (clustered regularly interspaced short palindromic repeat), is an adaptive immune system that provides protection against mobile genetic elements (viruses, transposable elements and conjugative plasmids). CRISPR clusters contain sequences complementary to antecedent mobile elements and target invading nucleic acids. CRISPR clusters are transcribed and processed into CRISPR RNA (crRNA). Functions as a ssRNA-specific endoribonuclease. Involved in the integration of spacer DNA into the CRISPR cassette	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	H02_BL_25_NODE_3_length_301729_cov_281751_281906	Cas genes
